Geo_FILEID,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_PUMA5,Geo_GEOID,Geo_NAME,Geo_BTTR,Geo_BTBG,Geo_QName,Geo_FIPS,Geo_AREALAND,Geo_AREAWATR,Geo_PLACESE,Geo_UACP,Geo_VTD,Geo_ZCTA3,Geo_TAZ,Geo_UGA,Geo_PUMA1,SE_A10001_001,SE_A00001_001,SE_A10008_001,SE_A10008_002,SE_A10008_003,SE_A10008_004,SE_A10008_005,SE_A10008_006,SE_A10008_007,SE_A10008_008,SE_A10008_009,PCT_SE_A10008_002,PCT_SE_A10008_003,PCT_SE_A10008_004,PCT_SE_A10008_005,PCT_SE_A10008_006,PCT_SE_A10008_007,PCT_SE_A10008_008,PCT_SE_A10008_009,SE_A10024_001,SE_A10024_002,SE_A10024_003,SE_A10024_004,SE_A10024_005,SE_A10024_006,SE_A10024_007,SE_A10024_008,PCT_SE_A10024_002,PCT_SE_A10024_003,PCT_SE_A10024_004,PCT_SE_A10024_005,PCT_SE_A10024_006,PCT_SE_A10024_007,PCT_SE_A10024_008,SE_A10003_001,SE_A10060_001,SE_A10060_002,SE_A10060_003,PCT_SE_A10060_002,PCT_SE_A10060_003,SE_B10060_001,SE_B10060_002,SE_B10060_003,PCT_SE_B10060_002,PCT_SE_B10060_003,SE_A10044_001,SE_A10044_002,SE_A10044_003,PCT_SE_A10044_002,PCT_SE_A10044_003,SE_A10047_001,SE_A10047_002,SE_A10047_003,SE_A10047_004,PCT_SE_A10047_002,PCT_SE_A10047_003,PCT_SE_A10047_004,SE_A10032_001,SE_A10032_002,SE_A10032_003,SE_A10032_004,SE_A10032_005,SE_A10032_006,SE_A10032_007,SE_A10032_008,SE_A10032_009,SE_A10032_010,SE_A10032_011,SE_A10032_012,PCT_SE_A10032_002,PCT_SE_A10032_003,PCT_SE_A10032_004,PCT_SE_A10032_005,PCT_SE_A10032_006,PCT_SE_A10032_007,PCT_SE_A10032_008,PCT_SE_A10032_009,PCT_SE_A10032_010,PCT_SE_A10032_011,PCT_SE_A10032_012,SE_A10055_001,SE_A10055_002,SE_A10055_003,SE_A10055_004,SE_A10055_005,SE_A10055_006,SE_A10055_007,SE_A10055_008,SE_A10055_009,SE_A10055_010,SE_A10055_011,PCT_SE_A10055_002,PCT_SE_A10055_003,PCT_SE_A10055_004,PCT_SE_A10055_005,PCT_SE_A10055_006,PCT_SE_A10055_007,PCT_SE_A10055_008,PCT_SE_A10055_009,PCT_SE_A10055_010,PCT_SE_A10055_011,SE_A10036_001,SE_A18001_001,SE_A18001_002,SE_A18001_003,SE_A18001_004,SE_A18001_005,SE_A18001_006,SE_A18001_007,SE_A18001_008,SE_A18001_009,PCT_SE_A18001_002,PCT_SE_A18001_003,PCT_SE_A18001_004,PCT_SE_A18001_005,PCT_SE_A18001_006,PCT_SE_A18001_007,PCT_SE_A18001_008,PCT_SE_A18001_009,SE_A18009_001
"ACSSF","pa","140","00","0008829",,,,,"42","101",,,"001203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001203","Census Tract 12.03",,,"Census Tract 12.03, Philadelphia County, Pennsylvania","42101001203","102414","0",,,,,,,,1225,1973,1225,325,247,78,32,46,900,366,534,26.53,20.16,6.37,2.61,3.76,73.47,29.88,43.59,1225,657,445,55,64,4,0,0,53.63,36.33,4.49,5.22,0.33,0,0,1.6,1225,274,951,22.37,77.63,274,256,18,93.43,6.57,1225,1225,0,100,0,0,0,0,0,,,,1225,273,16,257,32,166,280,13,123,338,0,0,22.29,1.31,20.98,2.61,13.55,22.86,1.06,10.04,27.59,0,0,1225,0,8,40,11,56,62,100,148,12,788,0,0.65,3.27,0.9,4.57,5.06,8.16,12.08,0.98,64.33,,951,69,0,10,48,22,245,318,239,7.26,0,1.05,5.05,2.31,25.76,33.44,25.13,1628
"ACSSF","pa","140","00","0008830",,,,,"42","101",,,"001204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001204","Census Tract 12.04",,,"Census Tract 12.04, Philadelphia County, Pennsylvania","42101001204","206147","0",,,,,,,,2104,2958,1732,500,441,59,29,30,1232,583,649,28.87,25.46,3.41,1.67,1.73,71.13,33.66,37.47,1732,1015,535,147,23,12,0,0,58.6,30.89,8.49,1.33,0.69,0,0,1.56,1732,545,1187,31.47,68.53,545,545,0,100,0,2104,1732,372,82.32,17.68,372,180,0,192,48.39,0,51.61,2104,459,21,438,111,197,613,162,121,441,0,0,21.82,1,20.82,5.28,9.36,29.13,7.7,5.75,20.96,0,0,1732,0,22,106,0,56,53,76,54,121,1244,0,1.27,6.12,0,3.23,3.06,4.39,3.12,6.99,71.82,705000,1154,0,0,21,21,159,310,414,229,0,0,1.82,1.82,13.78,26.86,35.88,19.84,1580
"ACSSF","pa","140","00","0008831",,,,,"42","101",,,"001301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001301","Census Tract 13.01",,,"Census Tract 13.01, Philadelphia County, Pennsylvania","42101001301","170288","0",,,,,,,,859,1924,795,430,214,216,4,212,365,204,161,54.09,26.92,27.17,0.5,26.67,45.91,25.66,20.25,795,215,232,66,282,0,0,0,27.04,29.18,8.3,35.47,0,0,0,2.42,795,523,272,65.79,34.21,523,289,234,55.26,44.74,859,795,64,92.55,7.45,64,7,0,57,10.94,0,89.06,859,676,15,661,23,94,7,27,32,0,0,0,78.7,1.75,76.95,2.68,10.94,0.81,3.14,3.73,0,0,0,795,3,141,27,0,0,98,10,0,2,514,0.38,17.74,3.4,0,0,12.33,1.26,0,0.25,64.65,504600,230,32,15,0,0,51,18,47,67,13.91,6.52,0,0,22.17,7.83,20.43,29.13,1486
"ACSSF","pa","140","00","0008832",,,,,"42","101",,,"001302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001302","Census Tract 13.02",,,"Census Tract 13.02, Philadelphia County, Pennsylvania","42101001302","556886","60583",,,,,,,,2304,5086,2066,1040,861,179,14,165,1026,365,661,50.34,41.67,8.66,0.68,7.99,49.66,17.67,31.99,2066,653,820,220,214,23,106,30,31.61,39.69,10.65,10.36,1.11,5.13,1.45,2.46,2066,1168,898,56.53,43.47,1168,928,240,79.45,20.55,2304,2066,238,89.67,10.33,238,67,55,116,28.15,23.11,48.74,2304,1372,113,1259,121,281,41,43,202,244,0,0,59.55,4.9,54.64,5.25,12.2,1.78,1.87,8.77,10.59,0,0,2066,0,365,320,108,0,94,102,97,74,906,0,17.67,15.49,5.23,0,4.55,4.94,4.7,3.58,43.85,496500,882,0,44,11,48,99,128,85,467,0,4.99,1.25,5.44,11.22,14.51,9.64,52.95,2056
"ACSSF","pa","140","00","0008833",,,,,"42","101",,,"001400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001400","Census Tract 14",,,"Census Tract 14, Philadelphia County, Pennsylvania","42101001400","315833","0",,,,,,,,2337,4227,2004,789,720,69,6,63,1215,506,709,39.37,35.93,3.44,0.3,3.14,60.63,25.25,35.38,2004,834,642,229,289,10,0,0,41.62,32.04,11.43,14.42,0.5,0,0,2.07,2004,1078,926,53.79,46.21,1078,852,226,79.04,20.96,2337,2004,333,85.75,14.25,333,45,37,251,13.51,11.11,75.38,2337,1233,46,1187,186,410,153,74,0,281,0,0,52.76,1.97,50.79,7.96,17.54,6.55,3.17,0,12.02,0,0,2004,0,132,127,34,207,143,199,118,33,1011,0,6.59,6.34,1.7,10.33,7.14,9.93,5.89,1.65,50.45,587000,926,134,125,0,58,16,199,163,231,14.47,13.5,0,6.26,1.73,21.49,17.6,24.95,1413
"ACSSF","pa","140","00","0008834",,,,,"42","101",,,"001500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001500","Census Tract 15",,,"Census Tract 15, Philadelphia County, Pennsylvania","42101001500","239383","0",,,,,,,,1618,3231,1478,632,490,142,8,134,846,336,510,42.76,33.15,9.61,0.54,9.07,57.24,22.73,34.51,1478,668,526,110,124,9,20,21,45.2,35.59,7.44,8.39,0.61,1.35,1.42,2.13,1478,847,631,57.31,42.69,847,619,228,73.08,26.92,1618,1478,140,91.35,8.65,140,40,0,100,28.57,0,71.43,1618,892,153,739,210,163,157,59,55,82,0,0,55.13,9.46,45.67,12.98,10.07,9.7,3.65,3.4,5.07,0,0,1478,32,52,165,26,240,102,39,123,78,621,2.17,3.52,11.16,1.76,16.24,6.9,2.64,8.32,5.28,42.02,485600,626,0,0,21,94,153,58,182,118,0,0,3.35,15.02,24.44,9.27,29.07,18.85,1444
"ACSSF","pa","140","00","0008835",,,,,"42","101",,,"001600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001600","Census Tract 16",,,"Census Tract 16, Philadelphia County, Pennsylvania","42101001600","196389","0",,,,,,,,1377,2349,1195,474,369,105,35,70,721,326,395,39.67,30.88,8.79,2.93,5.86,60.33,27.28,33.05,1195,417,560,108,100,10,0,0,34.9,46.86,9.04,8.37,0.84,0,0,1.97,1195,584,611,48.87,51.13,584,509,75,87.16,12.84,1377,1195,182,86.78,13.22,182,56,73,53,30.77,40.11,29.12,1377,823,40,783,202,161,140,7,44,0,0,0,59.77,2.9,56.86,14.67,11.69,10.17,0.51,3.2,0,0,0,1195,0,36,29,16,65,157,179,6,17,690,0,3.01,2.43,1.34,5.44,13.14,14.98,0.5,1.42,57.74,639600,611,0,0,35,19,105,65,182,205,0,0,5.73,3.11,17.18,10.64,29.79,33.55,1724
"ACSSF","pa","140","00","0008836",,,,,"42","101",,,"001700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001700","Census Tract 17",,,"Census Tract 17, Philadelphia County, Pennsylvania","42101001700","212721","0",,,,,,,,1564,3029,1388,639,615,24,0,24,749,229,520,46.04,44.31,1.73,0,1.73,53.96,16.5,37.46,1388,563,426,146,218,26,9,0,40.56,30.69,10.52,15.71,1.87,0.65,0,2.18,1388,922,466,66.43,33.57,922,789,133,85.57,14.43,1564,1388,176,88.75,11.25,176,0,0,176,0,0,100,1564,1018,26,992,109,277,100,42,18,0,0,0,65.09,1.66,63.43,6.97,17.71,6.39,2.69,1.15,0,0,0,1388,0,13,11,0,235,272,105,22,23,707,0,0.94,0.79,0,16.93,19.6,7.56,1.59,1.66,50.94,608900,466,0,11,0,0,84,146,138,87,0,2.36,0,0,18.03,31.33,29.61,18.67,1486
"ACSSF","pa","140","00","0008837",,,,,"42","101",,,"001800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001800","Census Tract 18",,,"Census Tract 18, Philadelphia County, Pennsylvania","42101001800","242440","0",,,,,,,,1819,3299,1691,747,593,154,19,135,944,213,731,44.18,35.07,9.11,1.12,7.98,55.82,12.6,43.23,1691,705,538,319,127,2,0,0,41.69,31.82,18.86,7.51,0.12,0,0,1.95,1691,943,748,55.77,44.23,943,677,266,71.79,28.21,1819,1691,128,92.96,7.04,128,94,10,24,73.44,7.81,18.75,1819,1013,72,941,123,290,222,56,5,110,0,0,55.69,3.96,51.73,6.76,15.94,12.2,3.08,0.27,6.05,0,0,1691,0,129,143,64,58,62,237,93,71,834,0,7.63,8.46,3.78,3.43,3.67,14.02,5.5,4.2,49.32,473700,748,0,9,0,168,99,39,189,244,0,1.2,0,22.46,13.24,5.21,25.27,32.62,1656
"ACSSF","pa","140","00","0008838",,,,,"42","101",,,"001900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101001900","Census Tract 19",,,"Census Tract 19, Philadelphia County, Pennsylvania","42101001900","328328","0",,,,,,,,1838,4044,1732,851,609,242,74,168,881,330,551,49.13,35.16,13.97,4.27,9.7,50.87,19.05,31.81,1732,373,872,278,191,14,0,4,21.54,50.35,16.05,11.03,0.81,0,0.23,2.32,1732,1021,711,58.95,41.05,1021,604,417,59.16,40.84,1838,1732,106,94.23,5.77,106,65,0,41,61.32,0,38.68,1838,1235,51,1184,131,272,35,8,0,157,0,0,67.19,2.77,64.42,7.13,14.8,1.9,0.44,0,8.54,0,0,1732,0,300,353,77,46,64,36,207,13,636,0,17.32,20.38,4.45,2.66,3.7,2.08,11.95,0.75,36.72,502500,711,0,16,0,31,61,66,187,350,0,2.25,0,4.36,8.58,9.28,26.3,49.23,1985
"ACSSF","pa","140","00","0008839",,,,,"42","101",,,"002000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002000","Census Tract 20",,,"Census Tract 20, Philadelphia County, Pennsylvania","42101002000","290083","0",,,,,,,,1277,2004,1082,390,212,178,33,145,692,280,412,36.04,19.59,16.45,3.05,13.4,63.96,25.88,38.08,1082,540,380,75,77,10,0,0,49.91,35.12,6.93,7.12,0.92,0,0,1.85,1082,663,419,61.28,38.72,663,239,424,36.05,63.95,1277,1082,195,84.73,15.27,195,33,33,129,16.92,16.92,66.15,1277,1128,53,1075,40,51,0,0,10,48,0,0,88.33,4.15,84.18,3.13,3.99,0,0,0.78,3.76,0,0,1082,0,175,0,45,7,41,46,54,64,650,0,16.17,0,4.16,0.65,3.79,4.25,4.99,5.91,60.07,317300,329,16,22,38,37,27,4,104,81,4.86,6.69,11.55,11.25,8.21,1.22,31.61,24.62,1599
"ACSSF","pa","140","00","0008840",,,,,"42","101",,,"002100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002100","Census Tract 21",,,"Census Tract 21, Philadelphia County, Pennsylvania","42101002100","237519","0",,,,,,,,1134,2381,948,425,287,138,41,97,523,253,270,44.83,30.27,14.56,4.32,10.23,55.17,26.69,28.48,948,313,389,111,81,38,16,0,33.02,41.03,11.71,8.54,4.01,1.69,0,2.51,948,606,342,63.92,36.08,606,229,377,37.79,62.21,1134,948,186,83.6,16.4,186,12,27,147,6.45,14.52,79.03,1134,937,45,892,79,65,20,10,0,0,23,0,82.63,3.97,78.66,6.97,5.73,1.76,0.88,0,0,2.03,0,948,0,158,0,3,48,64,70,64,121,420,0,16.67,0,0.32,5.06,6.75,7.38,6.75,12.76,44.3,282600,283,0,13,37,15,28,31,94,65,0,4.59,13.07,5.3,9.89,10.95,33.22,22.97,1593
"ACSSF","pa","140","00","0008841",,,,,"42","101",,,"002200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002200","Census Tract 22",,,"Census Tract 22, Philadelphia County, Pennsylvania","42101002200","228697","0",,,,,,,,1430,2482,1157,507,200,307,38,269,650,313,337,43.82,17.29,26.53,3.28,23.25,56.18,27.05,29.13,1157,507,381,133,136,0,0,0,43.82,32.93,11.5,11.75,0,0,0,2.04,1157,518,639,44.77,55.23,518,249,269,48.07,51.93,1430,1157,273,80.91,19.09,273,140,9,124,51.28,3.3,45.42,1430,791,72,719,137,96,30,9,20,347,0,0,55.31,5.03,50.28,9.58,6.71,2.1,0.63,1.4,24.27,0,0,1157,11,132,73,78,42,74,5,0,118,624,0.95,11.41,6.31,6.74,3.63,6.4,0.43,0,10.2,53.93,371200,639,0,0,24,107,128,186,131,63,0,0,3.76,16.74,20.03,29.11,20.5,9.86,1331
"ACSSF","pa","140","00","0008842",,,,,"42","101",,,"002300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002300","Census Tract 23",,,"Census Tract 23, Philadelphia County, Pennsylvania","42101002300","212379","0",,,,,,,,1343,2977,1234,645,518,127,71,56,589,330,259,52.27,41.98,10.29,5.75,4.54,47.73,26.74,20.99,1234,350,441,214,165,51,0,13,28.36,35.74,17.34,13.37,4.13,0,1.05,2.41,1234,597,637,48.38,51.62,597,488,109,81.74,18.26,1343,1234,109,91.88,8.12,109,0,0,109,0,0,100,1343,917,135,782,38,263,98,0,6,21,0,0,68.28,10.05,58.23,2.83,19.58,7.3,0,0.45,1.56,0,0,1234,0,59,55,6,0,22,63,111,41,877,0,4.78,4.46,0.49,0,1.78,5.11,9,3.32,71.07,378100,586,0,0,18,66,71,113,143,175,0,0,3.07,11.26,12.12,19.28,24.4,29.86,1587
"ACSSF","pa","140","00","0008843",,,,,"42","101",,,"002400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002400","Census Tract 24",,,"Census Tract 24, Philadelphia County, Pennsylvania","42101002400","535423","0",,,,,,,,2850,4860,2583,1042,820,222,69,153,1541,695,846,40.34,31.75,8.59,2.67,5.92,59.66,26.91,32.75,2583,1098,845,510,130,0,0,0,42.51,32.71,19.74,5.03,0,0,0,1.88,2583,1373,1210,53.16,46.84,1373,1054,319,76.77,23.23,2850,2583,267,90.63,9.37,267,80,10,177,29.96,3.75,66.29,2850,1864,135,1729,258,308,125,20,142,133,0,0,65.4,4.74,60.67,9.05,10.81,4.39,0.7,4.98,4.67,0,0,2583,18,368,28,0,0,49,129,220,77,1694,0.7,14.25,1.08,0,0,1.9,4.99,8.52,2.98,65.58,404100,1192,15,27,28,50,357,198,353,164,1.26,2.27,2.35,4.19,29.95,16.61,29.61,13.76,1400
"ACSSF","pa","140","00","0008844",,,,,"42","101",,,"002500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002500","Census Tract 25",,,"Census Tract 25, Philadelphia County, Pennsylvania","42101002500","393627","0",,,,,,,,2108,4420,2023,1098,640,458,38,420,925,372,553,54.28,31.64,22.64,1.88,20.76,45.72,18.39,27.34,2023,687,701,429,104,90,12,0,33.96,34.65,21.21,5.14,4.45,0.59,0,2.17,2023,1117,906,55.22,44.78,1117,830,287,74.31,25.69,2108,2023,85,95.97,4.03,85,18,10,57,21.18,11.76,67.06,2108,1642,218,1424,128,133,0,0,36,169,0,0,77.89,10.34,67.55,6.07,6.31,0,0,1.71,8.02,0,0,2023,0,213,200,254,91,41,281,33,63,847,0,10.53,9.89,12.56,4.5,2.03,13.89,1.63,3.11,41.87,427600,889,119,188,61,77,129,103,122,90,13.39,21.15,6.86,8.66,14.51,11.59,13.72,10.12,999
"ACSSF","pa","140","00","0008845",,,,,"42","101",,,"002701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002701","Census Tract 27.01",,,"Census Tract 27.01, Philadelphia County, Pennsylvania","42101002701","224842","0",,,,,,,,2051,3899,1877,690,550,140,75,65,1187,689,498,36.76,29.3,7.46,4,3.46,63.24,36.71,26.53,1877,924,426,227,192,103,5,0,49.23,22.7,12.09,10.23,5.49,0.27,0,2.07,1877,1116,761,59.46,40.54,1116,846,270,75.81,24.19,2051,1877,174,91.52,8.48,174,41,38,95,23.56,21.84,54.6,2051,1465,87,1378,186,346,24,0,30,0,0,0,71.43,4.24,67.19,9.07,16.87,1.17,0,1.46,0,0,0,1877,0,204,56,0,33,72,0,173,134,1205,0,10.87,2.98,0,1.76,3.84,0,9.22,7.14,64.2,347900,699,0,82,24,83,162,227,95,26,0,11.73,3.43,11.87,23.18,32.47,13.59,3.72,1248
"ACSSF","pa","140","00","0008846",,,,,"42","101",,,"002702",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002702","Census Tract 27.02",,,"Census Tract 27.02, Philadelphia County, Pennsylvania","42101002702","367675","0",,,,,,,,2131,4484,1933,1009,803,206,48,158,924,380,544,52.2,41.54,10.66,2.48,8.17,47.8,19.66,28.14,1933,651,724,255,227,31,16,29,33.68,37.45,13.19,11.74,1.6,0.83,1.5,2.32,1933,1345,588,69.58,30.42,1345,1132,213,84.16,15.84,2131,1933,198,90.71,9.29,198,23,0,175,11.62,0,88.38,2131,1800,116,1684,116,99,46,31,39,0,0,0,84.47,5.44,79.02,5.44,4.65,2.16,1.45,1.83,0,0,0,1933,0,175,109,9,9,12,61,88,154,1316,0,9.05,5.64,0.47,0.47,0.62,3.16,4.55,7.97,68.08,320600,557,0,0,9,9,132,131,141,135,0,0,1.62,1.62,23.7,23.52,25.31,24.24,1495
"ACSSF","pa","140","00","0008847",,,,,"42","101",,,"002801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002801","Census Tract 28.01",,,"Census Tract 28.01, Philadelphia County, Pennsylvania","42101002801","222950","0",,,,,,,,1791,4500,1651,835,530,305,104,201,816,312,504,50.58,32.1,18.47,6.3,12.17,49.42,18.9,30.53,1651,549,427,289,92,217,20,57,33.25,25.86,17.5,5.57,13.14,1.21,3.45,2.73,1651,767,884,46.46,53.54,767,563,204,73.4,26.6,1791,1651,140,92.18,7.82,140,0,0,140,0,0,100,1791,1337,108,1229,155,201,35,0,0,0,63,0,74.65,6.03,68.62,8.65,11.22,1.95,0,0,0,3.52,0,1651,0,25,42,49,19,47,85,132,177,1075,0,1.51,2.54,2.97,1.15,2.85,5.15,8,10.72,65.11,287000,735,15,32,85,80,198,224,93,8,2.04,4.35,11.56,10.88,26.94,30.48,12.65,1.09,1196
"ACSSF","pa","140","00","0008848",,,,,"42","101",,,"002802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002802","Census Tract 28.02",,,"Census Tract 28.02, Philadelphia County, Pennsylvania","42101002802","362691","0",,,,,,,,2505,5535,2338,1351,862,489,258,231,987,554,433,57.78,36.87,20.92,11.04,9.88,42.22,23.7,18.52,2338,629,949,369,329,43,19,0,26.9,40.59,15.78,14.07,1.84,0.81,0,2.35,2338,1388,950,59.37,40.63,1388,877,511,63.18,36.82,2505,2338,167,93.33,6.67,167,0,0,167,0,0,100,2505,1955,33,1922,339,158,10,43,0,0,0,0,78.04,1.32,76.73,13.53,6.31,0.4,1.72,0,0,0,0,2338,27,33,75,144,223,64,52,124,225,1371,1.15,1.41,3.21,6.16,9.54,2.74,2.22,5.3,9.62,58.64,329700,751,11,0,0,116,142,237,148,97,1.46,0,0,15.45,18.91,31.56,19.71,12.92,1362
"ACSSF","pa","140","00","0008849",,,,,"42","101",,,"002900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101002900","Census Tract 29",,,"Census Tract 29, Philadelphia County, Pennsylvania","42101002900","370256","0",,,,,,,,2319,4096,2229,867,679,188,15,173,1362,642,720,38.9,30.46,8.43,0.67,7.76,61.1,28.8,32.3,2229,1115,649,212,185,68,0,0,50.02,29.12,9.51,8.3,3.05,0,0,1.84,2229,1412,817,63.35,36.65,1412,1186,226,83.99,16.01,2319,2229,90,96.12,3.88,90,0,45,45,0,50,50,2319,1536,78,1458,307,273,150,0,37,16,0,0,66.24,3.36,62.87,13.24,11.77,6.47,0,1.6,0.69,0,0,2229,0,0,0,0,0,83,15,134,131,1866,0,0,0,0,0,3.72,0.67,6.01,5.88,83.71,345100,817,0,14,59,177,251,116,193,7,0,1.71,7.22,21.66,30.72,14.2,23.62,0.86,1158
"ACSSF","pa","140","00","0008850",,,,,"42","101",,,"003001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003001","Census Tract 30.01",,,"Census Tract 30.01, Philadelphia County, Pennsylvania","42101003001","226545","0",,,,,,,,1833,3419,1544,732,439,293,104,189,812,361,451,47.41,28.43,18.98,6.74,12.24,52.59,23.38,29.21,1544,549,445,341,104,97,8,0,35.56,28.82,22.09,6.74,6.28,0.52,0,2.21,1544,907,637,58.74,41.26,907,330,577,36.38,63.62,1833,1544,289,84.23,15.77,289,86,0,203,29.76,0,70.24,1833,1565,139,1426,140,93,34,0,0,0,1,0,85.38,7.58,77.8,7.64,5.07,1.85,0,0,0,0.05,0,1544,0,13,31,18,15,74,53,127,140,1073,0,0.84,2.01,1.17,0.97,4.79,3.43,8.23,9.07,69.49,213300,637,0,34,10,139,134,163,128,29,0,5.34,1.57,21.82,21.04,25.59,20.09,4.55,1252
"ACSSF","pa","140","00","0008851",,,,,"42","101",,,"003002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003002","Census Tract 30.02",,,"Census Tract 30.02, Philadelphia County, Pennsylvania","42101003002","226952","0",,,,,,,,1762,3124,1493,637,411,226,59,167,856,410,446,42.67,27.53,15.14,3.95,11.19,57.33,27.46,29.87,1493,677,430,202,86,54,44,0,45.34,28.8,13.53,5.76,3.62,2.95,0,2.09,1493,781,712,52.31,47.69,781,276,505,35.34,64.66,1762,1493,269,84.73,15.27,269,69,0,200,25.65,0,74.35,1762,1304,104,1200,116,186,94,15,10,11,26,0,74.01,5.9,68.1,6.58,10.56,5.33,0.85,0.57,0.62,1.48,0,1493,0,193,0,11,11,126,66,90,118,878,0,12.93,0,0.74,0.74,8.44,4.42,6.03,7.9,58.81,309900,626,0,51,24,81,72,59,228,111,0,8.15,3.83,12.94,11.5,9.42,36.42,17.73,1557
"ACSSF","pa","140","00","0008852",,,,,"42","101",,,"003100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003100","Census Tract 31",,,"Census Tract 31, Philadelphia County, Pennsylvania","42101003100","395912","0",,,,,,,,2531,5227,2296,1043,356,687,363,324,1253,759,494,45.43,15.51,29.92,15.81,14.11,54.57,33.06,21.52,2296,814,941,309,88,20,124,0,35.45,40.98,13.46,3.83,0.87,5.4,0,2.27,2296,1379,917,60.06,39.94,1379,439,940,31.83,68.17,2531,2296,235,90.72,9.28,235,72,0,163,30.64,0,69.36,2531,2333,47,2286,84,0,0,4,0,110,0,0,92.18,1.86,90.32,3.32,0,0,0.16,0,4.35,0,0,2296,21,176,26,70,73,126,46,454,236,1068,0.91,7.67,1.13,3.05,3.18,5.49,2,19.77,10.28,46.52,224800,874,152,0,26,157,165,192,165,17,17.39,0,2.97,17.96,18.88,21.97,18.88,1.95,1155
"ACSSF","pa","140","00","0008853",,,,,"42","101",,,"003200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14000US42101003200","Census Tract 32",,,"Census Tract 32, Philadelphia County, Pennsylvania","42101003200","491790","0",,,,,,,,2089,3946,1632,793,295,498,100,398,839,361,478,48.59,18.08,30.51,6.13,24.39,51.41,22.12,29.29,1632,688,402,251,241,36,0,14,42.16,24.63,15.38,14.77,2.21,0,0.86,2.42,1632,980,652,60.05,39.95,980,207,773,21.12,78.88,2089,1632,457,78.12,21.88,457,53,47,357,11.6,10.28,78.12,2089,1970,12,1958,88,20,0,0,0,0,11,0,94.3,0.57,93.73,4.21,0.96,0,0,0,0,0.53,0,1632,0,48,55,13,0,69,103,240,259,845,0,2.94,3.37,0.8,0,4.23,6.31,14.71,15.87,51.78,164800,571,36,72,11,15,84,243,97,13,6.3,12.61,1.93,2.63,14.71,42.56,16.99,2.28,1319
